signal_date,score,target,quantile,mean_forward_return,median_forward_return,n
2008-03-31,composite_score,excess_forward_1m_return,2,-0.002114456982869708,0.0082521283531387,25
2008-03-31,composite_score,excess_forward_1m_return,3,0.0014175385223289053,0.00795657149083985,24
2008-03-31,composite_score,excess_forward_1m_return,4,-0.025643375342496336,-0.0324274366220022,25
2008-03-31,composite_score,excess_forward_1m_return,5,-0.011102016223665587,-0.0445440031503334,25
2008-04-30,composite_score,excess_forward_1m_return,1,0.008030212270694108,0.009192465321556,25
2008-04-30,composite_score,excess_forward_1m_return,2,-0.05761925009177624,-0.0756157316396413,25
2008-04-30,composite_score,excess_forward_1m_return,3,-0.0019184872193598,-0.021705749280397653,24
2008-04-30,composite_score,excess_forward_1m_return,4,-0.016574738761775537,-0.0405887496223152,25
2008-04-30,composite_score,excess_forward_1m_return,5,0.06800552431344316,-0.0160076783407363,25
2008-05-30,composite_score,excess_forward_1m_return,1,-0.026771766537300654,-0.0518896999308115,25
2008-05-30,composite_score,excess_forward_1m_return,2,0.021127133714422444,-0.0303539453456786,25
2008-05-30,composite_score,excess_forward_1m_return,3,-0.01330704914726899,-0.033988747589592444,24
2008-05-30,composite_score,excess_forward_1m_return,4,-0.027078961672326405,-0.0235243062415287,25
2008-05-30,composite_score,excess_forward_1m_return,5,0.0454983616765829,0.0197678755869378,25
2008-06-30,composite_score,excess_forward_1m_return,1,0.0034654313014237477,0.0010359259069755,25
2008-06-30,composite_score,excess_forward_1m_return,2,-0.005262036741491195,-0.0036108360778856,25
2008-06-30,composite_score,excess_forward_1m_return,3,0.010387823009881973,0.0293243208162411,24
2008-06-30,composite_score,excess_forward_1m_return,4,-0.002285943315808332,0.0030721756272709,25
2008-06-30,composite_score,excess_forward_1m_return,5,-0.005889761333610918,0.0142032463913693,25
2008-07-31,composite_score,excess_forward_1m_return,1,-0.023290267165532137,-0.01075087270832315,26
2008-07-31,composite_score,excess_forward_1m_return,2,0.009316280139459666,0.0206853882192052,25
2008-07-31,composite_score,excess_forward_1m_return,3,-0.01597835937908997,-0.0363682932624526,25
2008-07-31,composite_score,excess_forward_1m_return,4,0.0009762178805751676,0.0301930533641937,25
2008-07-31,composite_score,excess_forward_1m_return,5,0.029907739211208487,0.0471085586092578,25
2008-08-29,composite_score,excess_forward_1m_return,1,0.01762122949650853,-0.0104115396847286,26
2008-08-29,composite_score,excess_forward_1m_return,2,0.012950027814819036,0.0209845381829588,25
2008-08-29,composite_score,excess_forward_1m_return,3,-0.015112745910548595,0.0135367951139461,25
2008-08-29,composite_score,excess_forward_1m_return,4,0.021833405228273543,0.0235618577705877,25
2008-08-29,composite_score,excess_forward_1m_return,5,-0.03799676580891283,-0.0221698495464854,25
2008-09-30,composite_score,excess_forward_1m_return,1,-0.056864367907979024,-0.09255780949779675,26
2008-09-30,composite_score,excess_forward_1m_return,2,-0.014276277525420197,-0.0069327077376689,25
2008-09-30,composite_score,excess_forward_1m_return,3,-0.011502120097010045,-0.0197211264207793,25
2008-09-30,composite_score,excess_forward_1m_return,4,0.011375076985085211,-0.0038961305089651,25
2008-09-30,composite_score,excess_forward_1m_return,5,0.07354226326164343,0.0930957785387185,25
2008-10-31,composite_score,excess_forward_1m_return,1,-0.03300629231164773,-0.0710511374487858,26
2008-10-31,composite_score,excess_forward_1m_return,2,0.01742620200734551,-0.0504904722969854,25
2008-10-31,composite_score,excess_forward_1m_return,3,-0.015240517819905786,-0.043870366790408,25
2008-10-31,composite_score,excess_forward_1m_return,4,0.03617399024611905,0.0526077331061662,25
2008-10-31,composite_score,excess_forward_1m_return,5,-0.003878010028312644,-0.023766729257271302,26
2008-11-28,composite_score,excess_forward_1m_return,1,0.04534960811272247,0.035246059594138845,26
2008-11-28,composite_score,excess_forward_1m_return,2,-0.004601576532014129,0.0075149980338371,25
2008-11-28,composite_score,excess_forward_1m_return,3,0.028071603659574455,0.0163228049046022,25
2008-11-28,composite_score,excess_forward_1m_return,4,-0.03574872600805987,-0.0538323726937246,25
2008-11-28,composite_score,excess_forward_1m_return,5,-0.0335431668814729,-0.0344103678731828,26
2008-12-30,composite_score,excess_forward_1m_return,1,0.060270671005421175,0.0411592739093128,26
2008-12-30,composite_score,excess_forward_1m_return,2,-0.0050613034073906105,-0.0237119726539364,25
2008-12-30,composite_score,excess_forward_1m_return,3,0.0023402690745573966,-0.0354594118461704,25
2008-12-30,composite_score,excess_forward_1m_return,4,-0.02155105782462607,-0.0407038029316723,25
2008-12-30,composite_score,excess_forward_1m_return,5,-0.03693212085401803,-0.0708687137764857,26
2009-01-30,composite_score,excess_forward_1m_return,1,-0.04420566472419068,-0.052666580432378846,26
2009-01-30,composite_score,excess_forward_1m_return,2,-0.0007191127133772679,-0.0411253693820944,25
2009-01-30,composite_score,excess_forward_1m_return,3,-0.019480903025534985,-0.0143172657867004,25
2009-01-30,composite_score,excess_forward_1m_return,4,0.006315033076914067,0.0046205595862627,25
2009-01-30,composite_score,excess_forward_1m_return,5,0.05755660959149665,0.03173035784697515,26
2009-02-27,composite_score,excess_forward_1m_return,1,0.007037569862730866,-0.00764297963984295,26
2009-02-27,composite_score,excess_forward_1m_return,2,0.05220036147766607,0.0166538894335764,25
2009-02-27,composite_score,excess_forward_1m_return,3,-0.013377360354112227,-0.0179283032166463,25
2009-02-27,composite_score,excess_forward_1m_return,4,-0.011203135474467692,-0.0299716974208835,25
2009-02-27,composite_score,excess_forward_1m_return,5,-0.03359513298685203,-0.0600880121529917,26
2009-03-31,composite_score,excess_forward_1m_return,1,0.0031464414688270634,-0.01096736111523035,26
2009-03-31,composite_score,excess_forward_1m_return,2,0.06882533364916515,0.04622254687261,25
2009-03-31,composite_score,excess_forward_1m_return,3,0.022102957804547838,-0.0333763443843648,25
2009-03-31,composite_score,excess_forward_1m_return,4,-0.06452288468809166,-0.067139697333922,25
2009-03-31,composite_score,excess_forward_1m_return,5,-0.02853625566653992,-0.03484752498953465,26
2009-04-30,composite_score,excess_forward_1m_return,1,-0.004958776498355165,-0.04261624111111595,26
2009-04-30,composite_score,excess_forward_1m_return,2,0.012594869287614439,0.0232537807823959,25
2009-04-30,composite_score,excess_forward_1m_return,3,-0.022149936954141136,-0.0426625251339101,25
2009-04-30,composite_score,excess_forward_1m_return,4,-0.016846229741322837,-0.0274109999813948,25
2009-04-30,composite_score,excess_forward_1m_return,5,0.030344639390518253,0.02738025939932025,26
2009-05-29,composite_score,excess_forward_1m_return,1,0.006373482932920465,-0.0055387720052485,26
2009-05-29,composite_score,excess_forward_1m_return,2,0.025553567782274897,0.0353357848605323,25
2009-05-29,composite_score,excess_forward_1m_return,3,-0.0025491441394126365,-0.00404465514692685,26
2009-05-29,composite_score,excess_forward_1m_return,4,-0.011565665384668695,-0.0191134768833729,25
2009-05-29,composite_score,excess_forward_1m_return,5,-0.01727424494505225,-0.0168068719886752,26
2009-06-30,composite_score,excess_forward_1m_return,1,0.0445670700376387,0.02832511304472345,26
2009-06-30,composite_score,excess_forward_1m_return,2,-0.017717294402278226,-0.0101030785692947,25
2009-06-30,composite_score,excess_forward_1m_return,3,0.0013846561577841577,0.00813905413010315,26
2009-06-30,composite_score,excess_forward_1m_return,4,-0.0128411531649907,-0.0325721469826862,25
2009-06-30,composite_score,excess_forward_1m_return,5,-0.0165686035345873,-0.02687699151487,26
2009-07-31,composite_score,excess_forward_1m_return,1,-0.030956867527070824,-0.06598548523500655,26
2009-07-31,composite_score,excess_forward_1m_return,2,0.0022059410827371287,-0.030432338310165653,26
2009-07-31,composite_score,excess_forward_1m_return,3,-0.0183703851997545,-0.041546636361343,25
2009-07-31,composite_score,excess_forward_1m_return,4,0.04453822888613683,0.00768750442626185,26
2009-07-31,composite_score,excess_forward_1m_return,5,0.0018765294810378155,-0.02122622250473025,26
2009-08-31,composite_score,excess_forward_1m_return,1,0.0010320342674467946,0.0136984865660122,26
2009-08-31,composite_score,excess_forward_1m_return,2,0.040748439658973,0.0207104212586537,26
2009-08-31,composite_score,excess_forward_1m_return,3,0.006686879224510942,0.006111104961268,25
2009-08-31,composite_score,excess_forward_1m_return,4,-0.03540354502231764,-0.04557660139646115,26
2009-08-31,composite_score,excess_forward_1m_return,5,-0.0128066204661319,-0.033451865317991755,26
2009-09-30,composite_score,excess_forward_1m_return,1,0.004591158052163592,-0.0015849661619408996,26
2009-09-30,composite_score,excess_forward_1m_return,2,-0.0066273384021569275,-0.013003359815597752,26
2009-09-30,composite_score,excess_forward_1m_return,3,-0.002323606593802533,0.0046361684251848,25
2009-09-30,composite_score,excess_forward_1m_return,4,-0.008997495598283462,-0.0009706720231216,26
2009-09-30,composite_score,excess_forward_1m_return,5,0.013267913057702271,0.0171900423044678,26
2009-10-30,composite_score,excess_forward_1m_return,1,0.003937485875356157,-0.00010779225828810011,26
2009-10-30,composite_score,excess_forward_1m_return,2,-0.00020535618828200993,0.0019586246639756,26
2009-10-30,composite_score,excess_forward_1m_return,3,-0.009933429922427397,-0.00883189549818615,26
2009-10-30,composite_score,excess_forward_1m_return,4,-0.013094966599371241,-0.00194347057410435,26
2009-10-30,composite_score,excess_forward_1m_return,5,0.01929626683472447,0.00589153091187135,26
2009-11-30,composite_score,excess_forward_1m_return,1,0.017013717536801826,-0.0206446186085487,27
2009-11-30,composite_score,excess_forward_1m_return,2,-0.003578552626448277,-0.024394975806337052,26
2009-11-30,composite_score,excess_forward_1m_return,3,0.007443745944586207,-0.0129248320613245,26
2009-11-30,composite_score,excess_forward_1m_return,4,-0.017255620641446215,-0.0222865734639523,26
2009-11-30,composite_score,excess_forward_1m_return,5,-0.004277663964908914,0.00965142675657745,26
2009-12-30,composite_score,excess_forward_1m_return,1,0.021321778140329636,0.0241559966815612,27
2009-12-30,composite_score,excess_forward_1m_return,2,-0.02459900615870433,-0.028527734721688902,26
2009-12-30,composite_score,excess_forward_1m_return,3,0.007702945687381047,-0.01769886196403005,26
2009-12-30,composite_score,excess_forward_1m_return,4,-0.007342889211363,-0.025695490652631547,26
2009-12-30,composite_score,excess_forward_1m_return,5,0.002019432665220111,-0.0059191605002114,27
2010-01-29,composite_score,excess_forward_1m_return,1,0.0036535724399121847,0.005363767311003,27
2010-01-29,composite_score,excess_forward_1m_return,2,-0.010133799209363173,-0.01952808835486495,26
2010-01-29,composite_score,excess_forward_1m_return,3,-0.012842956769064474,-0.0334977543091391,27
2010-01-29,composite_score,excess_forward_1m_return,4,-0.0007481629771055649,-0.00132619970981595,26
2010-01-29,composite_score,excess_forward_1m_return,5,0.019668310879085174,0.0039057942326455,27
2010-02-26,composite_score,excess_forward_1m_return,1,-0.01962347251368465,-0.0247195038333004,27
2010-02-26,composite_score,excess_forward_1m_return,2,0.005511467865224182,-0.0059058125643512,27
2010-02-26,composite_score,excess_forward_1m_return,3,0.026973897279717583,-0.0103473109291116,26
2010-02-26,composite_score,excess_forward_1m_return,4,0.019403192508575074,0.0262984666857618,27
2010-02-26,composite_score,excess_forward_1m_return,5,-0.03126605190724997,-0.0558483961498915,27
2010-03-31,composite_score,excess_forward_1m_return,1,-0.006710279175815735,-0.0035694998945309,27
2010-03-31,composite_score,excess_forward_1m_return,2,0.012346650060799139,-0.0046602319057182,27
2010-03-31,composite_score,excess_forward_1m_return,3,-0.005558737021141668,-0.0193735278975821,27
2010-03-31,composite_score,excess_forward_1m_return,4,-0.01667724149747867,-0.0304098146065035,27
2010-03-31,composite_score,excess_forward_1m_return,5,0.01659960763363697,-0.0087340172532481,27
2010-04-30,composite_score,excess_forward_1m_return,1,0.0012318448584965748,-0.0321058571237772,27
2010-04-30,composite_score,excess_forward_1m_return,2,-0.0006561187813492597,-0.0211912598315651,27
2010-04-30,composite_score,excess_forward_1m_return,3,0.0005564106209949267,-0.0195431434597511,27
2010-04-30,composite_score,excess_forward_1m_return,4,-0.01089652105366496,-0.0071462945283288,27
2010-04-30,composite_score,excess_forward_1m_return,5,0.009764384355522803,-0.0056422524151496,27
2010-05-31,composite_score,excess_forward_1m_return,1,0.02436371738992038,0.0165967808676106,28
2010-05-31,composite_score,excess_forward_1m_return,2,-0.0006939166954395148,-0.0090342905034068,27
2010-05-31,composite_score,excess_forward_1m_return,3,-0.016975157779549367,-0.0392154299108058,27
2010-05-31,composite_score,excess_forward_1m_return,4,0.004849679752435402,-0.0258739290179117,27
2010-05-31,composite_score,excess_forward_1m_return,5,-0.01244668257069728,-0.0072514046312725,27
2010-06-30,composite_score,excess_forward_1m_return,1,0.013118460169732274,0.033755923334996746,28
2010-06-30,composite_score,excess_forward_1m_return,2,0.004699368408280818,0.0138506296370586,27
2010-06-30,composite_score,excess_forward_1m_return,3,0.0076186750064200625,0.0179719131224869,27
2010-06-30,composite_score,excess_forward_1m_return,4,-0.007706579462072514,0.0078089756204212,27
2010-06-30,composite_score,excess_forward_1m_return,5,-0.01821579301753593,-0.0279495730637932,27
2010-07-30,composite_score,excess_forward_1m_return,1,-0.03463046662914943,-0.0553830467318457,28
2010-07-30,composite_score,excess_forward_1m_return,2,0.008048567114462899,-0.0041181289309938,27
2010-07-30,composite_score,excess_forward_1m_return,3,-0.013943410065139559,-0.0015973892632047,27
2010-07-30,composite_score,excess_forward_1m_return,4,-0.027031252034006647,-0.0307390214683639,27
2010-07-30,composite_score,excess_forward_1m_return,5,0.06638062965009407,0.0310097065909593,28
2010-08-31,composite_score,excess_forward_1m_return,1,-0.008494380060523223,-0.04206911996272015,28
2010-08-31,composite_score,excess_forward_1m_return,2,-0.023948883933528217,-0.0552918884720128,27
2010-08-31,composite_score,excess_forward_1m_return,3,0.007602248631785473,-0.0156894826473847,27
2010-08-31,composite_score,excess_forward_1m_return,4,0.011766625328372351,0.0121204935286043,27
2010-08-31,composite_score,excess_forward_1m_return,5,0.012910818249130391,0.01550836072778025,28
2010-09-30,composite_score,excess_forward_1m_return,1,0.002024374819920647,-0.018703553646934448,28
2010-09-30,composite_score,excess_forward_1m_return,2,-0.027298366892214262,-0.026431047751302,27
2010-09-30,composite_score,excess_forward_1m_return,3,-0.024241518812781176,-0.03647464202081035,28
2010-09-30,composite_score,excess_forward_1m_return,4,-0.013974687721641026,-0.0166411819084032,27
2010-09-30,composite_score,excess_forward_1m_return,5,0.06201616094193531,0.0785361690310212,28
2010-10-29,composite_score,excess_forward_1m_return,1,0.004029487780801632,0.019815293969275297,28
2010-10-29,composite_score,excess_forward_1m_return,2,-0.008563295001517498,-0.0230609093094377,27
2010-10-29,composite_score,excess_forward_1m_return,3,0.02336770238610032,0.00401937455192115,28
2010-10-29,composite_score,excess_forward_1m_return,4,-0.03821878415731512,-0.0358003893145313,27
2010-10-29,composite_score,excess_forward_1m_return,5,0.0177141004505438,0.0054283227202316,28
2010-11-30,composite_score,excess_forward_1m_return,1,-0.0217818447033162,-0.025208967053662996,28
2010-11-30,composite_score,excess_forward_1m_return,2,0.01214797951006298,0.0246116947102379,27
2010-11-30,composite_score,excess_forward_1m_return,3,-0.000844237231024703,-0.0048721828408743,28
2010-11-30,composite_score,excess_forward_1m_return,4,-0.008697252150608336,-0.0251810221332895,27
2010-11-30,composite_score,excess_forward_1m_return,5,0.019298594837723927,-0.02525037185731445,28
2010-12-30,composite_score,excess_forward_1m_return,1,-0.010986880126233976,-0.029349621553453102,28
2010-12-30,composite_score,excess_forward_1m_return,2,-0.035672372784028426,-0.0540698605358658,27
2010-12-30,composite_score,excess_forward_1m_return,3,-0.024331505943896548,-0.050602496602528704,28
2010-12-30,composite_score,excess_forward_1m_return,4,0.03300810948937554,0.0264512418076562,27
2010-12-30,composite_score,excess_forward_1m_return,5,0.037887497104260114,0.0481209212883717,28
2011-01-31,composite_score,excess_forward_1m_return,1,0.007170363588957376,-0.00785295911847805,28
2011-01-31,composite_score,excess_forward_1m_return,2,0.0006669877271787238,0.0014943852039239502,28
2011-01-31,composite_score,excess_forward_1m_return,3,0.01971133798846636,-0.0046880962908931,27
2011-01-31,composite_score,excess_forward_1m_return,4,-0.016495224377391576,-0.00997818475282025,28
2011-01-31,composite_score,excess_forward_1m_return,5,-0.01034948857047993,-0.0164429009093548,28
2011-02-28,composite_score,excess_forward_1m_return,1,-0.01964363482536305,-0.038100193350390194,28
2011-02-28,composite_score,excess_forward_1m_return,2,-0.011574283976880437,-0.00934128457819465,28
2011-02-28,composite_score,excess_forward_1m_return,3,-0.010845077277614464,-0.00597639407820355,28
2011-02-28,composite_score,excess_forward_1m_return,4,0.013615563797405849,0.00153757667189035,28
2011-02-28,composite_score,excess_forward_1m_return,5,0.028447432282452074,0.0122388148234175,28
2011-03-31,composite_score,excess_forward_1m_return,1,-0.007877229736808412,-0.00063866510962,29
2011-03-31,composite_score,excess_forward_1m_return,2,-0.05035890666191712,-0.06552096346212904,28
2011-03-31,composite_score,excess_forward_1m_return,3,-0.041628296349587056,-0.06253291659290926,28
2011-03-31,composite_score,excess_forward_1m_return,4,0.06109080586617082,0.0161056131247525,28
2011-03-31,composite_score,excess_forward_1m_return,5,0.039054956515599266,0.02851084004742785,28
2011-04-29,composite_score,excess_forward_1m_return,1,-0.03743762789445117,-0.0531515889987472,29
2011-04-29,composite_score,excess_forward_1m_return,2,0.006575665174475686,-0.0052362061636616495,28
2011-04-29,composite_score,excess_forward_1m_return,3,0.023068206454023816,-0.0133105223944909,28
2011-04-29,composite_score,excess_forward_1m_return,4,0.011300647638869312,0.025247756974737003,28
2011-04-29,composite_score,excess_forward_1m_return,5,-0.0021698332338301136,0.0026335686298656,28
2011-05-31,composite_score,excess_forward_1m_return,1,-0.010402564270394413,-0.0067673818885479,29
2011-05-31,composite_score,excess_forward_1m_return,2,-0.004403564460212413,-0.0207815327439122,28
2011-05-31,composite_score,excess_forward_1m_return,3,0.013240922793860133,0.0023658258448798503,28
2011-05-31,composite_score,excess_forward_1m_return,4,0.0022289847188292013,-0.00155597164410925,28
2011-05-31,composite_score,excess_forward_1m_return,5,-0.0002821807457901867,0.0044603337430872,29
2011-06-30,composite_score,excess_forward_1m_return,1,0.014642457393090573,-0.0072840271739709,29
2011-06-30,composite_score,excess_forward_1m_return,2,-0.017569231206881242,-0.0120899493588358,29
2011-06-30,composite_score,excess_forward_1m_return,3,0.007343544870158706,0.008671424957104,29
2011-06-30,composite_score,excess_forward_1m_return,4,-0.02193896998192906,-0.0367661005348487,29
2011-06-30,composite_score,excess_forward_1m_return,5,0.017522198925561047,0.0186921120557683,29
2011-07-29,composite_score,excess_forward_1m_return,1,-0.013379161866942114,-0.0218781153605096,29
2011-07-29,composite_score,excess_forward_1m_return,2,-0.02967139106952343,-0.0638486225716585,29
2011-07-29,composite_score,excess_forward_1m_return,3,-0.004471266365627752,-0.0219042274073024,29
2011-07-29,composite_score,excess_forward_1m_return,4,0.027412947106294643,0.0281317725610492,29
2011-07-29,composite_score,excess_forward_1m_return,5,0.020108872195798714,0.0128228397373074,29
2011-08-31,composite_score,excess_forward_1m_return,1,-0.022377019800140435,-0.0352460823824948,29
2011-08-31,composite_score,excess_forward_1m_return,2,0.01739771906185194,0.0327918923010494,29
2011-08-31,composite_score,excess_forward_1m_return,3,-0.030184965619622223,-0.0674544794351849,29
2011-08-31,composite_score,excess_forward_1m_return,4,0.013496433187813814,0.0384192153587781,29
2011-08-31,composite_score,excess_forward_1m_return,5,0.02166783317009688,0.0138463268584291,29
2011-09-30,composite_score,excess_forward_1m_return,1,-0.014444531432836692,-0.0181940847964677,29
2011-09-30,composite_score,excess_forward_1m_return,2,0.01999958629378373,0.0375585731198461,29
2011-09-30,composite_score,excess_forward_1m_return,3,0.012123714017124459,0.0152199364087943,29
2011-09-30,composite_score,excess_forward_1m_return,4,0.0010185530980120479,-0.0082578390582986,29
2011-09-30,composite_score,excess_forward_1m_return,5,-0.0186973219760835,-0.0318946465620951,29
2011-10-31,composite_score,excess_forward_1m_return,1,-0.004560745430604083,-0.0282108775964794,29
2011-10-31,composite_score,excess_forward_1m_return,2,-0.02605273328650973,-0.0437476358421467,29
2011-10-31,composite_score,excess_forward_1m_return,3,0.002831547070123533,0.0117174818027107,29
2011-10-31,composite_score,excess_forward_1m_return,4,0.010725857449176484,0.0120227188761915,29
2011-10-31,composite_score,excess_forward_1m_return,5,0.017056074197813773,0.0188857058704145,29
2011-11-30,composite_score,excess_forward_1m_return,1,-0.015194087096785835,-0.0257371059265481,29
2011-11-30,composite_score,excess_forward_1m_return,2,0.017377322124977373,-0.0024320184353054,29
2011-11-30,composite_score,excess_forward_1m_return,3,0.011312215567976696,0.0004551329242463,29
2011-11-30,composite_score,excess_forward_1m_return,4,-0.003906369492217587,-0.0106094106633305,29
2011-11-30,composite_score,excess_forward_1m_return,5,-0.009589081103950587,-0.0250186621133447,29
2011-12-29,composite_score,excess_forward_1m_return,1,0.026434896888698454,0.0481656067174112,30
2011-12-29,composite_score,excess_forward_1m_return,2,0.04635050327694562,0.0671237521721891,29
2011-12-29,composite_score,excess_forward_1m_return,3,0.00026322853910869227,-0.0265915263756898,29
2011-12-29,composite_score,excess_forward_1m_return,4,-0.026849646793739187,-0.0342734527916769,29
2011-12-29,composite_score,excess_forward_1m_return,5,-0.04711053007958933,-0.0437700788018554,29
2012-01-31,composite_score,excess_forward_1m_return,1,0.005557922473042371,0.0008056368834865999,30
2012-01-31,composite_score,excess_forward_1m_return,2,0.019911471729434967,0.0051677863904659,29
2012-01-31,composite_score,excess_forward_1m_return,3,0.0027455907453872723,0.0091273875560455,29
2012-01-31,composite_score,excess_forward_1m_return,4,0.0004790607500887177,-0.0199019203468633,29
2012-01-31,composite_score,excess_forward_1m_return,5,-0.028885698197023735,-0.0191729121127415,29
2012-02-29,composite_score,excess_forward_1m_return,1,0.02737796639955634,0.027791384702395498,30
2012-02-29,composite_score,excess_forward_1m_return,2,-0.004484072978005422,-0.0121443919894604,29
2012-02-29,composite_score,excess_forward_1m_return,3,-0.026701762279429875,-0.0261004262899195,29
2012-02-29,composite_score,excess_forward_1m_return,4,-0.0008032898694847159,-0.0044458992864872,29
2012-02-29,composite_score,excess_forward_1m_return,5,0.003667090920482414,-0.0015015511404248,29
2012-03-30,composite_score,excess_forward_1m_return,1,-0.01736626946150122,-0.039449896616843394,30
2012-03-30,composite_score,excess_forward_1m_return,2,0.003825448160399999,0.0058147768032573,29
2012-03-30,composite_score,excess_forward_1m_return,3,-0.02008861594276311,-0.0221340105322634,29
2012-03-30,composite_score,excess_forward_1m_return,4,0.014229153971283548,0.0295186840550957,29
2012-03-30,composite_score,excess_forward_1m_return,5,0.019999120150563578,0.0082229487096827,29
2012-04-30,composite_score,excess_forward_1m_return,1,0.012077581425442603,0.00279371263784155,30
2012-04-30,composite_score,excess_forward_1m_return,2,-0.003343425986465143,0.0003452677110105,29
2012-04-30,composite_score,excess_forward_1m_return,3,-0.021425033161205836,-0.0129656672574331,29
2012-04-30,composite_score,excess_forward_1m_return,4,-0.02991803695158388,-0.0273490523985404,29
2012-04-30,composite_score,excess_forward_1m_return,5,0.042192446348797034,0.0194765478748937,29
2012-05-31,composite_score,excess_forward_1m_return,1,0.002541859823853525,0.0037823750743251,30
2012-05-31,composite_score,excess_forward_1m_return,2,-0.005335002545929018,-0.0244837581483158,29
2012-05-31,composite_score,excess_forward_1m_return,3,0.012136081168864363,0.0014915804407278,29
2012-05-31,composite_score,excess_forward_1m_return,4,0.01171272274403688,0.016061297216327,29
2012-05-31,composite_score,excess_forward_1m_return,5,-0.02114331152957928,-0.0217473447589815,29
2012-06-29,composite_score,excess_forward_1m_return,1,-0.025960080162216508,-0.0271094087302582,30
2012-06-29,composite_score,excess_forward_1m_return,2,0.01350538434254831,0.0081137601053768,29
2012-06-29,composite_score,excess_forward_1m_return,3,0.02034083292316252,0.0012170185204848,29
2012-06-29,composite_score,excess_forward_1m_return,4,-0.007794059275707921,-0.0043720055718766,29
2012-06-29,composite_score,excess_forward_1m_return,5,0.0008030973502210564,0.0104208938364073,29
2012-07-31,composite_score,excess_forward_1m_return,1,0.003690162448957825,0.00586592296984095,30
